Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl_multistate_run2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1977399206
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      20005000
Burn in:                         5000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl_multistate_run2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    qDG                          None
    qGD                          None
Prior Information:
    Prior Categories:            100
    Priors
        qDG - exp 10.00 
        qGD - exp 10.00 
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	
16356000	-7.921659	270	6.990233	2.520153	0.281765	0.718235	
16357000	-7.799628	66	13.160302	10.553150	0.375618	0.624382	
16358000	-8.104718	275	7.283449	2.795736	0.372157	0.627843	
16359000	-7.843913	78	7.229861	4.384593	0.218550	0.781450	
16360000	-8.250393	241	12.924818	3.334990	0.389527	0.610473	
16361000	-8.125598	351	4.903223	11.828741	0.184519	0.815481	
16362000	-8.243838	150	5.585133	8.607985	0.163676	0.836324	
16363000	-8.547093	287	1.321388	2.496375	0.011619	0.988381	
16364000	-7.813789	471	3.044566	5.478079	0.045751	0.954249	
16365000	-8.132586	92	6.420582	10.677604	0.135592	0.864408	
16366000	-9.195723	279	4.940241	12.103241	0.274807	0.725193	
16367000	-7.865630	75	7.349973	4.583611	0.298652	0.701348	
16368000	-7.851139	39	5.335173	3.167679	0.197230	0.802770	
16369000	-9.517628	150	5.440864	16.201383	0.210687	0.789313	
16370000	-8.471151	153	1.184271	4.252487	0.017626	0.982374	
16371000	-8.493574	196	4.206212	12.157489	0.126278	0.873722	
16372000	-6.888614	428	5.875997	4.489486	0.158384	0.841616	
16373000	-8.993178	372	12.770716	2.290391	0.492101	0.507899	
16374000	-8.875119	232	18.761975	22.803689	0.469802	0.530198	
16375000	-7.908253	4	10.337033	4.365475	0.367405	0.632595	
16376000	-7.640960	242	6.797450	4.302213	0.206087	0.793913	
16377000	-7.784406	391	5.921485	6.487818	0.317594	0.682406	
16378000	-8.856840	260	2.797543	2.561115	0.120706	0.879294	
16379000	-8.389379	132	21.184630	13.397099	0.460130	0.539870	
16380000	-7.735642	241	2.505002	2.373679	0.048125	0.951875	
16381000	-7.893183	336	2.234138	4.576186	0.048658	0.951342	
16382000	-9.024178	255	6.677062	17.418881	0.291223	0.708777	
16383000	-8.123547	476	3.272685	8.541346	0.047809	0.952191	
16384000	-7.862762	400	14.195551	4.343740	0.315914	0.684086	
16385000	-7.725861	242	2.311362	5.599875	0.036276	0.963724	
16386000	-7.754500	469	4.864021	3.783801	0.112649	0.887351	
16387000	-7.839776	104	8.526819	9.689270	0.277060	0.722940	
16388000	-8.777924	386	1.123529	9.546282	0.009992	0.990008	
16389000	-7.580287	319	6.360483	6.917624	0.294677	0.705323	
16390000	-7.456902	18	7.909573	4.152308	0.194859	0.805141	
16391000	-8.520393	54	2.505037	1.595332	0.076018	0.923982	
16392000	-8.404161	26	16.002234	18.702602	0.462938	0.537062	
16393000	-9.804326	369	11.188347	27.760232	0.450215	0.549785	
16394000	-7.479033	241	8.895943	8.192185	0.305566	0.694434	
16395000	-8.402880	123	13.939857	15.832540	0.376817	0.623183	
16396000	-8.938596	32	15.829965	2.767016	0.508326	0.491674	
16397000	-7.799273	124	2.399473	2.535397	0.062887	0.937113	
16398000	-8.091379	359	10.554955	2.799512	0.543207	0.456793	
16399000	-8.941004	372	4.364637	14.241966	0.101180	0.898820	
16400000	-8.517038	184	9.598693	2.899663	0.369661	0.630339	
16401000	-8.189137	233	9.874299	2.366342	0.380098	0.619902	
16402000	-8.376063	259	4.737510	9.422990	0.136503	0.863497	
16403000	-7.852398	23	4.729833	5.317727	0.259589	0.740411	
16404000	-8.502894	111	10.794089	2.162940	0.428585	0.571415	
16405000	-8.259299	348	15.562514	9.960893	0.406375	0.593625	
16406000	-7.241670	320	5.558461	5.894990	0.173551	0.826449	
16407000	-9.289532	52	7.719935	0.953073	0.470675	0.529325	
16408000	-8.413269	470	9.363867	5.502302	0.294250	0.705750	
16409000	-7.389796	189	10.478866	8.430766	0.413822	0.586178	
16410000	-8.235110	315	10.122402	6.669911	0.338317	0.661683	
16411000	-7.958724	402	7.139152	4.327880	0.260206	0.739794	
16412000	-8.795389	330	11.761354	2.296383	0.496388	0.503612	
16413000	-8.186910	367	13.421264	4.922746	0.394727	0.605273	
16414000	-7.725836	424	3.872375	4.023727	0.150939	0.849061	
16415000	-8.693496	23	15.361190	8.294493	0.472448	0.527552	
16416000	-7.705637	242	8.687469	8.759319	0.276988	0.723012	
16417000	-10.180244	121	27.124495	6.521730	0.486152	0.513848	
16418000	-8.211433	499	10.828444	9.018033	0.363102	0.636898	
16419000	-8.897263	326	1.439269	10.786066	0.018588	0.981412	
16420000	-7.897332	202	6.195267	5.000146	0.294357	0.705643	
16421000	-7.310269	145	1.640217	4.379029	0.024865	0.975135	
16422000	-8.346751	131	4.725538	2.479378	0.170210	0.829790	
16423000	-7.717331	1	6.152046	9.248316	0.186809	0.813191	
16424000	-7.960039	378	8.752930	1.829840	0.449040	0.550960	
16425000	-7.797781	466	6.862995	6.537709	0.250942	0.749058	
16426000	-8.999591	387	2.866881	6.330370	0.054521	0.945479	
16427000	-8.093851	104	13.622525	4.881625	0.383499	0.616501	
16428000	-8.245978	45	13.204867	5.683693	0.388570	0.611430	
16429000	-8.020185	425	5.494318	5.299261	0.270669	0.729331	
16430000	-8.159442	138	13.509777	15.843280	0.427367	0.572633	
16431000	-8.360840	448	9.994754	3.899318	0.415744	0.584256	
16432000	-7.790158	384	5.009779	4.414834	0.167997	0.832003	
16433000	-7.777867	161	5.112395	3.728790	0.226165	0.773835	
16434000	-8.452577	53	1.323892	4.954763	0.012023	0.987977	
16435000	-8.566409	227	1.340791	5.143509	0.019891	0.980109	
16436000	-7.609522	63	5.369403	9.734413	0.121805	0.878195	
16437000	-8.371721	282	4.407439	2.467346	0.179812	0.820188	
16438000	-8.584262	93	16.324873	5.006617	0.408996	0.591004	
16439000	-8.420226	442	8.393978	3.429165	0.350714	0.649286	
16440000	-8.064707	491	3.247441	1.883514	0.113278	0.886722	
16441000	-7.839030	18	8.323359	2.838148	0.226230	0.773770	
16442000	-7.457678	203	4.879265	4.014504	0.170194	0.829806	
16443000	-7.568851	344	5.392181	6.301645	0.141823	0.858177	
16444000	-8.161995	31	7.375187	9.521111	0.302536	0.697464	
16445000	-8.309317	410	11.778891	5.586590	0.407515	0.592485	
16446000	-10.461601	310	1.585866	17.320689	0.034149	0.965851	
16447000	-12.145244	113	22.763255	1.462198	0.479454	0.520546	
16448000	-7.571185	135	3.035472	6.695520	0.112772	0.887228	
16449000	-8.514252	365	4.355155	8.673077	0.182097	0.817903	
16450000	-8.097280	475	2.513656	3.520662	0.042642	0.957358	
16451000	-8.001718	105	1.612033	4.104671	0.016264	0.983736	
16452000	-7.481160	66	8.916596	5.759373	0.264315	0.735685	
16453000	-8.819263	317	4.270528	11.460555	0.209837	0.790163	
16454000	-8.183731	175	4.766929	7.645270	0.195333	0.804667	
16455000	-8.869961	23	4.587735	11.500464	0.313601	0.686399	
16456000	-8.610756	166	5.687455	3.048112	0.200234	0.799766	
16457000	-8.431384	25	10.342273	15.791956	0.362650	0.637350	
16458000	-7.626609	43	10.221014	6.370918	0.424865	0.575135	
16459000	-9.862889	102	1.062447	12.815201	0.012416	0.987584	
16460000	-7.533596	21	3.488499	4.861317	0.127141	0.872859	
16461000	-7.640502	243	10.560229	8.137554	0.424179	0.575821	
16462000	-7.820846	437	10.006115	9.518524	0.364641	0.635359	
16463000	-6.993800	12	6.125680	4.181058	0.232590	0.767410	
16464000	-7.501736	333	4.125065	6.479881	0.177619	0.822381	
16465000	-8.252579	212	12.190712	9.519485	0.325979	0.674021	
16466000	-8.038652	29	6.163058	2.402722	0.185828	0.814172	
16467000	-8.020313	110	10.035656	7.359675	0.387782	0.612218	
16468000	-8.048778	215	13.056297	4.540700	0.441602	0.558398	
16469000	-8.803160	99	4.230426	10.730103	0.151498	0.848502	
16470000	-7.482323	348	5.355190	8.915114	0.165245	0.834755	
16471000	-8.236572	168	12.343497	9.496193	0.441310	0.558690	
16472000	-7.389105	43	4.766624	4.064520	0.252524	0.747476	
16473000	-9.937417	420	26.072990	9.443246	0.455581	0.544419	
16474000	-8.185432	64	13.486374	5.660680	0.372569	0.627431	
16475000	-9.556258	178	0.968824	1.088793	0.015818	0.984182	
16476000	-9.188429	154	21.989815	24.262751	0.488080	0.511920	
16477000	-8.829874	324	5.583265	1.300991	0.549232	0.450768	
16478000	-9.115870	122	14.894380	5.326763	0.405355	0.594645	
16479000	-8.640601	380	3.852016	1.681377	0.109866	0.890134	
16480000	-9.906861	325	5.938522	0.077979	0.953547	0.046453	
16481000	-7.953630	306	9.231653	3.113585	0.252097	0.747903	
16482000	-8.261823	429	4.098908	9.208943	0.130080	0.869920	
16483000	-7.491403	18	4.320167	2.993238	0.080308	0.919692	
16484000	-8.310646	216	6.653561	5.363858	0.258355	0.741645	
16485000	-8.127079	199	1.953895	2.164317	0.050347	0.949653	
16486000	-8.544972	427	6.357022	11.479381	0.269450	0.730550	
16487000	-7.962097	143	4.304633	4.730123	0.205505	0.794495	
16488000	-8.404959	122	11.638016	9.358890	0.371630	0.628370	
16489000	-8.015437	263	5.858161	6.581320	0.207921	0.792079	
16490000	-8.060652	143	6.982554	10.468958	0.343391	0.656609	
16491000	-8.060245	73	2.792010	8.113863	0.056483	0.943517	
16492000	-7.687089	173	4.931352	6.024168	0.161014	0.838986	
16493000	-8.238748	389	21.937577	8.705629	0.411025	0.588975	
16494000	-8.231790	417	13.998155	10.996558	0.368321	0.631679	
16495000	-8.382576	255	3.518860	10.230783	0.103505	0.896495	
16496000	-7.516065	72	5.514232	4.780716	0.240257	0.759743	
16497000	-8.707377	298	6.004581	9.317971	0.265208	0.734792	
16498000	-9.790418	135	18.004961	38.000869	0.493832	0.506168	
16499000	-8.003986	199	12.884524	5.808459	0.428991	0.571009	
16500000	-9.937222	119	6.166325	20.081598	0.377899	0.622101	
16501000	-10.720791	218	18.085428	1.831096	0.516312	0.483688	
16502000	-7.394808	181	9.117362	6.530570	0.263032	0.736968	
16503000	-10.083105	17	1.409003	1.945790	0.011498	0.988502	
16504000	-8.308621	38	15.520176	15.514911	0.469760	0.530240	
16505000	-8.008499	349	9.645811	3.545779	0.304045	0.695955	
16506000	-8.580643	417	9.810709	17.011849	0.332200	0.667800	
16507000	-9.399768	175	19.753629	9.361194	0.465711	0.534289	
16508000	-9.151095	266	19.394258	7.768571	0.471459	0.528541	
16509000	-8.245655	408	9.652672	11.026616	0.354386	0.645614	
16510000	-8.843528	319	20.772389	6.126804	0.484039	0.515961	
16511000	-7.679227	145	9.714577	4.174172	0.319156	0.680844	
16512000	-8.448420	311	7.277721	9.552542	0.304858	0.695142	
16513000	-7.791719	58	6.434193	3.561797	0.215066	0.784934	
16514000	-8.172130	124	11.197931	12.851173	0.425878	0.574122	
16515000	-8.373544	489	4.965344	11.589305	0.238987	0.761013	
16516000	-8.607145	368	0.698002	5.120518	0.003523	0.996477	
16517000	-8.451069	244	1.549483	5.665642	0.020393	0.979607	
16518000	-8.893037	17	2.559666	5.569685	0.033875	0.966125	
16519000	-8.379982	325	16.692230	12.005790	0.476453	0.523547	
16520000	-7.554707	306	7.984311	4.729086	0.202494	0.797506	
16521000	-7.321027	342	12.109448	9.900684	0.412074	0.587926	
16522000	-7.625358	320	10.022504	3.249154	0.351391	0.648609	
16523000	-8.805474	420	5.276795	15.115653	0.179251	0.820749	
16524000	-9.366318	442	3.732048	1.213524	0.202578	0.797422	
16525000	-8.465197	318	7.320352	2.893939	0.251260	0.748740	
16526000	-8.326239	75	4.732321	10.334731	0.233356	0.766644	
16527000	-10.522020	151	0.988599	12.445566	0.014232	0.985768	
16528000	-8.786384	224	8.173721	21.871699	0.304281	0.695719	
16529000	-7.852466	300	8.773531	3.815263	0.350794	0.649206	
16530000	-7.649003	271	5.487627	4.243512	0.178159	0.821841	
16531000	-7.821370	345	6.796128	7.430466	0.259764	0.740236	
16532000	-7.482413	283	11.434387	5.704377	0.332239	0.667761	
16533000	-7.416909	465	6.141241	6.096818	0.256109	0.743891	
16534000	-7.870726	474	7.209057	2.492176	0.354167	0.645833	
16535000	-7.541562	368	5.137358	5.333895	0.133995	0.866005	
16536000	-8.755378	309	13.293361	5.565195	0.383653	0.616347	
16537000	-8.198942	167	2.082172	2.623599	0.034162	0.965838	
16538000	-7.534733	141	7.705356	5.903898	0.135747	0.864253	
16539000	-7.783457	478	2.522526	4.290005	0.060043	0.939957	
16540000	-8.765164	192	18.656621	23.279858	0.489785	0.510215	
16541000	-10.747663	447	29.166719	3.874895	0.450366	0.549634	
16542000	-7.916969	174	3.537857	4.089221	0.088324	0.911676	
16543000	-8.313531	170	9.976637	3.298240	0.366520	0.633480	
16544000	-9.129217	36	13.555604	2.062275	0.525860	0.474140	
16545000	-9.654948	295	0.575606	0.873012	0.001539	0.998461	
16546000	-8.369143	493	2.697648	1.422227	0.090970	0.909030	
16547000	-8.870100	355	16.543057	22.831424	0.452930	0.547070	
16548000	-9.017935	260	5.295675	12.380636	0.324184	0.675816	
16549000	-7.750352	187	10.143963	9.256423	0.296157	0.703843	
16550000	-9.905129	465	0.616440	7.211806	0.005697	0.994303	
16551000	-7.822948	319	7.171645	10.112932	0.333612	0.666388	
16552000	-7.381661	43	5.332119	5.408249	0.284922	0.715078	
16553000	-8.603197	360	13.278377	21.528919	0.378296	0.621704	
16554000	-7.682836	219	10.028782	3.582920	0.448551	0.551449	
16555000	-8.476803	91	7.449076	2.890217	0.372278	0.627722	
16556000	-10.040986	64	4.595393	0.277798	0.573845	0.426155	
16557000	-10.745659	26	14.693374	0.397398	0.846342	0.153658	
16558000	-7.660208	281	7.498432	7.312234	0.196927	0.803073	
16559000	-9.232302	179	17.288511	10.076295	0.440180	0.559820	
16560000	-7.499451	480	4.313758	4.047023	0.147535	0.852465	
16561000	-7.779994	79	5.342278	2.165636	0.259661	0.740339	
16562000	-9.101789	432	27.078787	25.707995	0.484129	0.515871	
16563000	-8.749867	380	17.348097	19.097619	0.441071	0.558929	
16564000	-8.845365	236	6.863057	0.832384	0.440824	0.559176	
16565000	-7.988779	375	3.098282	7.278869	0.063723	0.936277	
16566000	-9.043311	455	25.221865	13.053533	0.485324	0.514676	
16567000	-7.803060	170	3.445445	4.222601	0.087568	0.912432	
16568000	-7.893193	386	8.487405	10.048136	0.247208	0.752792	
16569000	-7.457086	482	4.276234	5.060694	0.131186	0.868814	
16570000	-7.925642	203	3.507574	2.072515	0.124456	0.875544	
16571000	-9.146478	176	4.603239	1.152609	0.162136	0.837864	
16572000	-7.427076	96	7.237644	3.922204	0.236079	0.763921	
16573000	-8.150038	397	15.107339	7.287941	0.431823	0.568177	
16574000	-8.011473	175	4.305496	4.315173	0.146073	0.853927	
16575000	-7.679741	224	6.334961	3.480719	0.198316	0.801684	
16576000	-7.837465	172	8.048182	5.439028	0.270567	0.729433	
16577000	-8.702759	126	16.712127	6.343950	0.426505	0.573495	
16578000	-8.125722	406	6.547476	3.027496	0.316596	0.683404	
16579000	-9.861087	285	13.666701	1.545934	0.549261	0.450739	
16580000	-7.810897	111	11.191391	6.467988	0.354735	0.645265	
16581000	-8.304095	2	6.932663	1.410430	0.400899	0.599101	
16582000	-7.798102	405	7.884407	10.300739	0.311521	0.688479	
16583000	-8.322004	28	2.952546	3.527741	0.055732	0.944268	
16584000	-8.118802	481	2.675915	3.137200	0.124959	0.875041	
16585000	-8.236977	410	2.337331	8.228320	0.089522	0.910478	
16586000	-8.478571	278	20.549212	5.633871	0.453027	0.546973	
16587000	-8.766400	66	1.883538	1.439403	0.023339	0.976661	
16588000	-7.709154	299	8.236378	3.250228	0.406152	0.593848	
16589000	-8.326370	317	8.741115	2.351170	0.422514	0.577486	
16590000	-9.274946	225	8.221630	0.708622	0.670053	0.329947	
16591000	-9.730954	180	30.972416	35.456330	0.496727	0.503273	
16592000	-7.677943	190	5.301471	4.441797	0.146087	0.853913	
16593000	-7.875554	196	3.754622	6.699530	0.087401	0.912599	
16594000	-7.899301	320	2.530944	7.784184	0.052358	0.947642	
16595000	-9.694690	480	0.551037	1.510569	0.002442	0.997558	
16596000	-8.547274	24	13.437927	9.676549	0.454249	0.545751	
16597000	-8.752727	347	11.714798	17.010699	0.433555	0.566445	
16598000	-7.943645	461	8.444383	5.960472	0.317237	0.682763	
16599000	-9.282556	24	3.084664	10.604633	0.187037	0.812963	
16600000	-8.215119	252	10.687561	13.424369	0.418404	0.581596	
16601000	-8.561496	496	1.761338	3.570214	0.021254	0.978746	
16602000	-8.205894	61	3.139271	4.531288	0.048942	0.951058	
16603000	-8.342068	115	9.491724	15.745513	0.381862	0.618138	
16604000	-8.110809	419	2.390042	4.433176	0.065645	0.934355	
16605000	-8.270981	39	2.350995	2.744045	0.048149	0.951851	
16606000	-9.401363	450	5.232944	0.878748	0.388024	0.611976	
16607000	-10.784044	91	1.410989	0.772013	0.049124	0.950876	
16608000	-8.530516	5	3.165815	1.493570	0.145086	0.854914	
16609000	-8.656162	273	11.935215	18.049866	0.442049	0.557951	
16610000	-8.015572	383	3.603446	2.552067	0.137264	0.862736	
16611000	-7.939360	220	4.061216	3.848801	0.118172	0.881828	
16612000	-8.717814	410	1.198199	1.693096	0.019199	0.980801	
16613000	-8.516947	413	7.112145	12.654077	0.274956	0.725044	
16614000	-7.901502	389	2.793069	6.489854	0.027196	0.972804	
16615000	-7.475432	66	7.370577	8.220390	0.232141	0.767859	
16616000	-8.657093	213	10.042210	4.146637	0.344551	0.655449	
16617000	-7.934805	209	13.062702	10.508588	0.378220	0.621780	
16618000	-8.005039	270	3.195242	8.829179	0.113363	0.886637	
16619000	-7.882026	499	4.893615	4.842497	0.163899	0.836101	
16620000	-8.103471	326	11.865684	6.459688	0.319939	0.680061	
16621000	-7.497808	139	6.982593	6.469352	0.273460	0.726540	
16622000	-9.056465	156	0.478382	2.520552	0.001503	0.998497	
16623000	-7.897229	438	2.279187	3.569533	0.036491	0.963509	
16624000	-8.121507	88	5.855385	7.497950	0.209913	0.790087	
16625000	-8.073669	133	8.215180	5.428279	0.255289	0.744711	
16626000	-7.087552	145	2.762133	3.752854	0.061687	0.938313	
16627000	-7.997398	338	7.656485	4.335226	0.232698	0.767302	
16628000	-8.447142	259	7.491285	12.385846	0.258489	0.741511	
16629000	-7.428606	493	4.852184	6.376338	0.189846	0.810154	
16630000	-7.938054	219	4.165083	7.904186	0.124384	0.875616	
16631000	-8.154075	134	14.775376	5.806862	0.431995	0.568005	
16632000	-7.749079	405	11.038679	10.284084	0.381165	0.618835	
16633000	-8.160718	274	1.933935	3.609927	0.022346	0.977654	
16634000	-8.982148	439	3.819062	13.330850	0.160100	0.839900	
16635000	-9.072597	117	14.592362	2.399147	0.499016	0.500984	
16636000	-9.523992	350	23.017832	34.538465	0.496238	0.503762	
16637000	-7.769598	41	4.717480	9.907832	0.176280	0.823720	
16638000	-8.087976	282	8.735990	10.063403	0.366540	0.633460	
16639000	-7.903101	278	1.563180	6.663891	0.024779	0.975221	
16640000	-8.558904	133	5.029259	10.525346	0.169025	0.830975	
16641000	-7.891776	421	3.847744	8.566218	0.152729	0.847271	
16642000	-7.834802	430	6.543772	7.685245	0.352655	0.647345	
16643000	-8.702137	376	1.256493	2.053379	0.011650	0.988350	
16644000	-7.865991	6	9.662643	6.478467	0.292641	0.707359	
16645000	-8.402245	337	3.706416	7.783580	0.132141	0.867859	
16646000	-8.509307	187	2.481166	2.131647	0.037109	0.962891	
16647000	-8.104124	469	7.791513	13.123576	0.240742	0.759258	
16648000	-7.748647	58	7.613534	7.892225	0.252060	0.747940	
16649000	-10.178301	92	2.225892	15.519929	0.027003	0.972997	
16650000	-7.512916	101	6.881822	6.552412	0.270673	0.729327	
16651000	-8.272622	399	4.764101	6.456929	0.130423	0.869577	
16652000	-8.089422	431	1.266485	6.188384	0.013153	0.986847	
16653000	-8.609965	206	11.624535	3.019390	0.433098	0.566902	
16654000	-8.360138	317	7.417049	12.110175	0.343660	0.656340	
16655000	-8.067843	469	2.070206	7.671968	0.025261	0.974739	
16656000	-7.504039	458	9.906238	7.432649	0.328406	0.671594	
16657000	-8.032198	75	6.791383	10.123290	0.313759	0.686241	
16658000	-7.664973	332	5.398989	8.965420	0.193976	0.806024	
16659000	-8.891260	85	16.867042	21.343872	0.448423	0.551577	
16660000	-8.211188	13	4.859054	3.377764	0.153795	0.846205	
16661000	-8.956641	265	27.773666	20.518834	0.492220	0.507780	
16662000	-9.933537	284	1.613381	10.381128	0.045559	0.954441	
16663000	-8.153531	297	9.836431	10.521020	0.397073	0.602927	
16664000	-7.607605	264	7.317647	5.302831	0.283599	0.716401	
16665000	-7.801928	290	5.375296	2.947383	0.182580	0.817420	
16666000	-7.703430	321	2.899501	3.016502	0.103460	0.896540	
16667000	-8.479643	431	3.918946	1.276046	0.120156	0.879844	
16668000	-8.680082	315	6.661606	11.754741	0.281309	0.718691	
16669000	-8.309537	386	10.500647	4.880830	0.279734	0.720266	
16670000	-8.204724	476	10.029989	14.506774	0.274514	0.725486	
16671000	-7.800468	476	3.728721	4.306677	0.058018	0.941982	
16672000	-8.111304	476	14.739768	9.604729	0.339969	0.660031	
16673000	-7.985353	42	3.221585	4.830362	0.094272	0.905728	
16674000	-8.824660	65	12.756821	3.215430	0.401595	0.598405	
16675000	-9.426710	21	0.269387	2.716615	0.000907	0.999093	
16676000	-8.235795	235	4.613832	3.145562	0.264285	0.735715	
16677000	-9.839959	205	2.817171	15.995909	0.144211	0.855789	
16678000	-8.694233	69	1.683693	2.493671	0.020849	0.979151	
16679000	-7.741366	283	2.473051	6.674648	0.048470	0.951530	
16680000	-7.712919	8	6.228436	5.022589	0.286582	0.713418	
16681000	-7.989004	24	6.354139	5.663975	0.299064	0.700936	
16682000	-9.450834	245	9.940790	0.838257	0.705786	0.294214	
16683000	-8.187970	42	8.046615	2.054750	0.466051	0.533949	
16684000	-8.364200	392	5.215261	8.326294	0.170352	0.829648	
16685000	-8.392811	355	9.124894	3.476086	0.308945	0.691055	
16686000	-7.877247	385	2.332707	4.824500	0.059521	0.940479	
16687000	-8.228420	379	16.324349	7.014341	0.427849	0.572151	
16688000	-7.707773	121	5.011809	2.692699	0.249759	0.750241	
16689000	-7.624508	336	4.589269	6.507813	0.172263	0.827737	
16690000	-8.302911	301	4.130557	4.868446	0.145414	0.854586	
16691000	-7.609391	159	4.666378	4.848990	0.157549	0.842451	
16692000	-7.725367	101	7.204037	9.479519	0.294479	0.705521	
16693000	-8.280920	315	11.101910	9.321925	0.368723	0.631277	
