Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl_multistate_run2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1977399206
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      20005000
Burn in:                         5000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl_multistate_run2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    qDG                          None
    qGD                          None
Prior Information:
    Prior Categories:            100
    Priors
        qDG - exp 10.00 
        qGD - exp 10.00 
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	
15947000	-9.813318	202	2.531006	12.585886	0.102397	0.897603	
15948000	-8.274595	254	8.442478	4.461667	0.343192	0.656808	
15949000	-7.641583	62	7.928173	5.805331	0.302696	0.697304	
15950000	-9.223627	147	10.201922	24.978322	0.424351	0.575649	
15951000	-7.489250	56	5.689987	3.931447	0.173512	0.826488	
15952000	-8.140716	28	3.972147	7.437480	0.101762	0.898238	
15953000	-8.377361	23	13.096293	10.301660	0.464748	0.535252	
15954000	-8.189567	66	7.370437	14.247591	0.277041	0.722959	
15955000	-8.716358	144	14.764047	15.803867	0.465159	0.534841	
15956000	-8.223691	286	10.359654	13.749987	0.331747	0.668253	
15957000	-7.595739	310	6.635732	8.242360	0.213646	0.786354	
15958000	-8.103928	217	3.164895	3.714334	0.073446	0.926554	
15959000	-9.531518	463	3.096306	11.420137	0.113458	0.886542	
15960000	-8.716211	479	2.220870	7.380201	0.048388	0.951612	
15961000	-8.285792	158	1.428650	6.074121	0.027738	0.972262	
15962000	-9.462765	489	15.842892	29.662145	0.484888	0.515112	
15963000	-7.625674	307	4.301003	4.067862	0.157490	0.842510	
15964000	-8.100796	449	8.157707	6.204902	0.275094	0.724906	
15965000	-9.232156	166	14.427801	19.577955	0.434855	0.565145	
15966000	-8.947554	77	24.594338	12.360448	0.482232	0.517768	
15967000	-10.968938	416	34.154261	12.604851	0.498093	0.501907	
15968000	-7.718548	10	7.707201	4.300227	0.301136	0.698864	
15969000	-8.837580	17	12.553038	16.649661	0.364626	0.635374	
15970000	-7.944393	116	8.212602	7.048177	0.269305	0.730695	
15971000	-9.849134	366	1.411738	9.589434	0.024656	0.975344	
15972000	-8.313078	159	14.518104	9.505378	0.418272	0.581728	
15973000	-8.455937	481	1.862334	2.352814	0.066856	0.933144	
15974000	-7.818255	376	5.403397	4.486175	0.159016	0.840984	
15975000	-8.183622	99	10.562021	1.969728	0.558370	0.441630	
15976000	-8.899009	104	17.081615	3.322022	0.445836	0.554164	
15977000	-8.049946	92	7.883721	3.816922	0.171647	0.828353	
15978000	-8.219586	355	2.754027	2.784696	0.051575	0.948425	
15979000	-8.405999	36	1.249591	5.055069	0.011092	0.988908	
15980000	-8.891938	123	2.097649	9.053927	0.029213	0.970787	
15981000	-7.492237	93	7.714075	4.064671	0.244452	0.755548	
15982000	-7.877427	79	15.983891	5.179183	0.440361	0.559639	
15983000	-8.406857	139	7.379382	1.770837	0.323251	0.676749	
15984000	-9.812139	29	13.804679	26.021005	0.457766	0.542234	
15985000	-8.151802	277	3.121771	5.370160	0.099852	0.900148	
15986000	-8.426830	365	10.666489	5.769136	0.371446	0.628554	
15987000	-9.407587	470	8.143594	18.436720	0.350313	0.649687	
15988000	-7.858474	489	5.801859	2.350369	0.288679	0.711321	
15989000	-8.177848	380	12.055950	12.247463	0.359776	0.640224	
15990000	-7.978262	469	10.091959	4.341603	0.294305	0.705695	
15991000	-7.931508	235	8.014902	5.222212	0.378768	0.621232	
15992000	-7.836448	490	9.545444	6.160426	0.371853	0.628147	
15993000	-7.488277	59	10.987074	8.244089	0.357656	0.642344	
15994000	-7.891282	57	11.156209	10.806214	0.294052	0.705948	
15995000	-8.885855	317	16.324692	4.768813	0.461441	0.538559	
15996000	-7.457035	79	13.870982	8.227194	0.395807	0.604193	
15997000	-9.243571	499	14.279931	3.458384	0.434251	0.565749	
15998000	-9.640596	191	16.836348	30.408931	0.428774	0.571226	
15999000	-8.156523	449	7.235259	8.118292	0.257579	0.742421	
16000000	-7.535879	147	6.007352	7.049630	0.228495	0.771505	
16001000	-7.906401	361	9.566340	5.703133	0.354419	0.645581	
16002000	-8.995173	29	1.826510	7.821298	0.034912	0.965088	
16003000	-8.829198	116	14.553257	3.759442	0.460687	0.539313	
16004000	-8.817695	16	3.856982	5.516921	0.170530	0.829470	
16005000	-8.512475	124	2.237534	1.163841	0.060936	0.939064	
16006000	-8.127286	376	5.184918	8.546895	0.157135	0.842865	
16007000	-7.506763	224	12.868209	12.963843	0.351835	0.648165	
16008000	-7.696083	446	7.618326	9.803861	0.266990	0.733010	
16009000	-7.391576	124	4.876274	4.839641	0.195119	0.804881	
16010000	-8.360568	360	19.140945	17.643961	0.419828	0.580172	
16011000	-8.346358	205	1.190927	4.418574	0.014755	0.985245	
16012000	-8.031359	488	5.058626	8.822574	0.266733	0.733267	
16013000	-7.903128	198	11.629075	11.713744	0.425431	0.574569	
16014000	-7.856220	486	10.237626	7.813959	0.335458	0.664542	
16015000	-8.468515	213	5.426943	10.103763	0.222606	0.777394	
16016000	-8.070050	153	9.647171	7.426006	0.363626	0.636374	
16017000	-8.801894	61	8.409180	14.674233	0.270702	0.729298	
16018000	-8.149795	33	11.078366	5.512359	0.386672	0.613328	
16019000	-7.461456	447	9.841377	10.423833	0.244411	0.755589	
16020000	-8.671666	78	14.387163	5.985446	0.375039	0.624961	
16021000	-8.240680	259	11.699895	11.771089	0.355978	0.644022	
16022000	-8.092407	380	11.116424	3.693394	0.333986	0.666014	
16023000	-7.964696	210	2.492788	2.846324	0.103471	0.896529	
16024000	-7.684359	307	6.866412	7.883078	0.278906	0.721094	
16025000	-8.194356	214	17.547986	13.270684	0.428702	0.571298	
16026000	-8.086176	225	2.160963	2.326804	0.071083	0.928917	
16027000	-8.394842	96	2.554113	9.236926	0.056408	0.943592	
16028000	-8.297961	346	11.249975	2.737309	0.398478	0.601522	
16029000	-8.923840	255	5.126765	0.956671	0.413832	0.586168	
16030000	-8.293008	330	2.753399	4.608553	0.075109	0.924891	
16031000	-8.095738	24	3.614245	3.697846	0.151838	0.848162	
16032000	-8.358083	253	4.229118	8.183727	0.116316	0.883684	
16033000	-7.703050	80	2.838458	4.957185	0.049678	0.950322	
16034000	-8.164899	219	4.755677	10.380892	0.153505	0.846495	
16035000	-8.546838	208	4.712061	1.704897	0.280390	0.719610	
16036000	-8.291717	89	6.825556	1.297990	0.504267	0.495733	
16037000	-8.977978	293	17.648893	4.547116	0.467511	0.532489	
16038000	-8.514302	93	12.553646	2.800603	0.367814	0.632186	
16039000	-7.771712	49	14.944238	13.833488	0.381055	0.618945	
16040000	-10.165296	142	0.869522	9.005761	0.022131	0.977869	
16041000	-9.533772	116	1.903299	1.738227	0.035100	0.964900	
16042000	-8.020357	105	2.276735	7.673674	0.037826	0.962174	
16043000	-8.241419	369	13.451162	4.644465	0.402307	0.597693	
16044000	-8.468900	115	18.464170	17.721025	0.468006	0.531994	
16045000	-7.621446	314	5.737983	3.060247	0.231091	0.768909	
16046000	-8.680633	249	17.943951	7.780470	0.439305	0.560695	
16047000	-8.674882	427	8.558045	2.135192	0.355758	0.644242	
16048000	-9.403841	425	3.801261	11.746125	0.247640	0.752360	
16049000	-7.387541	480	5.401301	4.829212	0.199074	0.800926	
16050000	-8.845867	356	1.961286	4.210297	0.073443	0.926557	
16051000	-9.649590	116	7.118111	0.162681	0.938544	0.061456	
16052000	-7.932033	38	5.370062	6.587013	0.238381	0.761619	
16053000	-7.832684	317	6.971066	4.465519	0.299530	0.700470	
16054000	-7.522167	421	8.615379	9.199816	0.337214	0.662786	
16055000	-8.090118	394	3.617233	10.303072	0.099024	0.900976	
16056000	-7.960211	189	8.678566	1.812499	0.404470	0.595530	
16057000	-7.989794	37	13.110083	8.443916	0.386336	0.613664	
16058000	-7.806599	3	3.283283	4.820480	0.072042	0.927958	
16059000	-9.949968	228	8.850837	0.638001	0.548879	0.451121	
16060000	-8.746250	161	15.270620	7.900155	0.446792	0.553208	
16061000	-8.721569	428	4.501989	16.220882	0.169188	0.830812	
16062000	-8.719196	355	0.918704	5.616681	0.005897	0.994103	
16063000	-8.028573	71	6.414136	8.635079	0.285244	0.714756	
16064000	-8.933155	362	2.297464	3.183225	0.081690	0.918310	
16065000	-11.118981	385	25.412792	3.931229	0.475789	0.524211	
16066000	-8.488852	56	7.806473	1.468400	0.386931	0.613069	
16067000	-7.479934	493	6.412538	8.002638	0.266467	0.733533	
16068000	-8.088997	21	10.031364	3.090493	0.377942	0.622058	
16069000	-7.831812	250	6.180487	2.955938	0.239878	0.760122	
16070000	-8.987896	181	0.893629	2.250979	0.004178	0.995822	
16071000	-11.106676	31	0.119710	1.727067	0.000140	0.999860	
16072000	-8.346088	444	1.342294	5.170306	0.018153	0.981847	
16073000	-9.169159	203	2.084098	10.279942	0.048195	0.951805	
16074000	-9.308230	346	6.615580	0.742318	0.491757	0.508243	
16075000	-8.461466	190	18.369280	5.373874	0.423902	0.576098	
16076000	-7.880104	397	4.662753	7.137745	0.175326	0.824674	
16077000	-8.380932	183	6.016323	4.808978	0.164378	0.835622	
16078000	-8.490551	198	17.418954	17.039167	0.477344	0.522656	
16079000	-7.798376	5	5.099768	8.477932	0.176555	0.823445	
16080000	-8.310320	107	9.093127	1.846314	0.411839	0.588161	
16081000	-8.109519	33	9.220673	4.202598	0.344690	0.655310	
16082000	-7.858742	50	6.491615	5.604781	0.242265	0.757735	
16083000	-8.072341	334	3.638703	3.065615	0.093893	0.906107	
16084000	-8.516758	415	13.710308	6.019657	0.409731	0.590269	
16085000	-8.142275	1	6.103328	2.533061	0.181580	0.818420	
16086000	-9.191793	243	14.450001	26.300462	0.490618	0.509382	
16087000	-9.784169	292	9.227030	1.005027	0.320773	0.679227	
16088000	-7.440975	207	8.512818	3.747092	0.305567	0.694433	
16089000	-9.221931	64	28.291219	22.196630	0.483958	0.516042	
16090000	-8.551185	144	13.666942	10.538616	0.444923	0.555077	
16091000	-7.739289	306	12.338946	9.657523	0.318652	0.681348	
16092000	-7.799597	196	14.807892	7.593582	0.392685	0.607315	
16093000	-8.724753	109	3.764888	10.193259	0.182702	0.817298	
16094000	-8.337365	50	13.101407	6.230284	0.401177	0.598823	
16095000	-7.892348	26	3.280852	6.911751	0.101432	0.898568	
16096000	-10.616358	466	3.611839	20.369211	0.244903	0.755097	
16097000	-8.863754	417	11.894231	3.027383	0.320194	0.679806	
16098000	-8.011028	499	8.751050	5.469076	0.311229	0.688771	
16099000	-7.334385	229	7.688162	5.971989	0.270875	0.729125	
16100000	-7.918930	224	2.876169	8.669404	0.044915	0.955085	
16101000	-7.903431	293	11.522951	12.049542	0.435174	0.564826	
16102000	-7.327378	407	8.205594	7.168395	0.372740	0.627260	
16103000	-8.334945	292	11.538679	7.633431	0.339935	0.660065	
16104000	-8.336177	398	7.038833	3.686495	0.209715	0.790285	
16105000	-9.421671	119	19.688239	8.497521	0.468141	0.531859	
16106000	-8.307349	190	4.384524	11.109114	0.134261	0.865739	
16107000	-9.403237	298	1.046430	3.894747	0.011074	0.988926	
16108000	-8.204753	22	12.770723	12.360432	0.341073	0.658927	
16109000	-7.690195	241	8.936371	10.374219	0.319879	0.680121	
16110000	-7.884416	270	5.091877	10.318388	0.217980	0.782020	
16111000	-9.815311	301	15.048106	3.562708	0.434270	0.565730	
16112000	-8.596510	78	6.212277	13.334900	0.217613	0.782387	
16113000	-7.352451	224	6.224711	6.632784	0.162940	0.837060	
16114000	-7.540789	178	3.561123	3.224258	0.159625	0.840375	
16115000	-8.188650	196	2.787510	3.442153	0.052101	0.947899	
16116000	-7.705233	307	8.901361	8.323339	0.339840	0.660160	
16117000	-9.612821	70	4.445751	0.738002	0.335841	0.664159	
16118000	-8.501608	181	1.073444	5.068639	0.006788	0.993212	
16119000	-8.060476	35	5.878041	5.929184	0.213084	0.786916	
16120000	-8.770297	442	1.853537	2.697589	0.038232	0.961768	
16121000	-8.032825	155	7.104572	8.320120	0.213228	0.786772	
16122000	-8.782736	464	7.863559	3.244014	0.251008	0.748992	
16123000	-7.839904	173	4.208763	7.327370	0.133205	0.866795	
16124000	-7.537688	101	7.279207	4.665473	0.288858	0.711142	
16125000	-7.942190	404	11.079785	4.241644	0.424153	0.575847	
16126000	-7.530296	270	9.233266	9.107377	0.345567	0.654433	
16127000	-7.225235	178	5.895226	6.187118	0.265726	0.734274	
16128000	-8.075797	66	1.829619	7.290320	0.028097	0.971903	
16129000	-7.126119	145	2.537051	4.584712	0.055261	0.944739	
16130000	-8.451657	451	12.236305	3.716425	0.374847	0.625153	
16131000	-8.381332	324	9.626528	11.224584	0.418899	0.581101	
16132000	-8.336008	338	11.566535	5.040034	0.337243	0.662757	
16133000	-7.537181	59	2.262052	4.853467	0.041928	0.958072	
16134000	-8.170856	297	8.650691	2.497756	0.437843	0.562157	
16135000	-6.981694	12	6.002748	5.559053	0.228357	0.771643	
16136000	-7.527216	164	8.043019	5.961493	0.309480	0.690520	
16137000	-8.422421	242	5.213379	1.538247	0.205130	0.794870	
16138000	-7.512029	306	8.375816	5.684583	0.213580	0.786420	
16139000	-7.916240	138	8.339197	2.833312	0.279695	0.720305	
16140000	-7.630440	134	6.788557	10.009850	0.295707	0.704293	
16141000	-8.423947	453	17.073244	14.413804	0.422317	0.577683	
16142000	-8.715654	147	13.203437	2.298758	0.550560	0.449440	
16143000	-7.845208	66	3.771505	9.066913	0.103427	0.896573	
16144000	-7.644308	135	7.017216	10.484229	0.319300	0.680700	
16145000	-9.304358	224	7.370519	0.436616	0.818336	0.181664	
16146000	-8.687711	3	6.407637	1.726323	0.304175	0.695825	
16147000	-7.938078	207	5.854929	12.785987	0.204326	0.795674	
16148000	-7.554405	369	9.428336	7.362093	0.322395	0.677605	
16149000	-8.747891	411	2.729927	2.886548	0.104852	0.895148	
16150000	-8.287351	66	7.092421	14.683739	0.271824	0.728176	
16151000	-8.576551	97	7.135757	5.837015	0.299555	0.700445	
16152000	-9.696816	387	1.783354	9.028216	0.022477	0.977523	
16153000	-8.620847	234	14.948248	5.396781	0.417550	0.582450	
16154000	-8.377223	117	7.705518	1.902601	0.408991	0.591009	
16155000	-8.016220	111	15.125056	10.239879	0.415083	0.584917	
16156000	-7.540592	307	5.620143	4.549270	0.222068	0.777932	
16157000	-9.939887	303	4.262741	16.685777	0.370946	0.629054	
16158000	-8.925326	363	3.946690	9.761839	0.154934	0.845066	
16159000	-8.160551	132	6.118367	13.334506	0.238005	0.761995	
16160000	-9.156102	91	7.160034	1.150063	0.494878	0.505122	
16161000	-7.968816	31	6.584933	5.373219	0.244769	0.755231	
16162000	-7.950126	111	12.409476	12.954834	0.393603	0.606397	
16163000	-7.998368	165	7.060501	4.310372	0.273150	0.726850	
16164000	-8.287010	329	13.725999	7.450488	0.434244	0.565756	
16165000	-8.574158	267	5.428204	14.434701	0.227734	0.772266	
16166000	-9.583256	53	0.739115	8.074727	0.004634	0.995366	
16167000	-7.268559	145	5.022347	2.780144	0.159729	0.840271	
16168000	-9.006439	95	2.657901	10.115968	0.049134	0.950866	
16169000	-8.849768	142	1.279732	4.316345	0.030080	0.969920	
16170000	-9.316064	76	7.387180	0.585750	0.606692	0.393308	
16171000	-9.341272	434	0.807632	2.540565	0.007129	0.992871	
16172000	-8.923318	292	6.063625	1.587945	0.182773	0.817227	
16173000	-8.525245	218	5.117551	12.584356	0.162861	0.837139	
16174000	-7.814804	212	3.001453	5.194836	0.048391	0.951609	
16175000	-7.924602	381	3.848796	6.463534	0.134375	0.865625	
16176000	-8.490788	460	4.457786	1.100203	0.294861	0.705139	
16177000	-9.745775	67	0.696724	8.691666	0.005539	0.994461	
16178000	-7.821308	203	2.827268	2.955390	0.069271	0.930729	
16179000	-7.636790	39	7.370891	5.373476	0.264604	0.735396	
16180000	-8.231286	237	10.417989	11.983845	0.313969	0.686031	
16181000	-7.568745	299	6.901224	3.985753	0.328347	0.671653	
16182000	-8.269867	55	2.334494	3.093124	0.037484	0.962516	
16183000	-9.360171	284	17.293908	17.655251	0.473230	0.526770	
16184000	-8.043210	415	9.058513	4.059548	0.326684	0.673316	
16185000	-9.378822	491	24.055946	14.848192	0.480018	0.519982	
16186000	-7.793084	345	6.980064	6.459603	0.260262	0.739738	
16187000	-8.331334	408	8.198696	2.710175	0.335323	0.664677	
16188000	-7.707113	174	7.779342	11.298018	0.275633	0.724367	
16189000	-9.028963	442	17.085120	22.136562	0.484342	0.515658	
16190000	-8.675794	286	19.323668	21.717085	0.451726	0.548274	
16191000	-7.705383	196	8.848148	3.871587	0.314217	0.685783	
16192000	-8.787117	104	21.645662	7.639335	0.440882	0.559118	
16193000	-8.123949	419	9.931139	9.217166	0.390000	0.610000	
16194000	-8.122077	443	5.782177	7.354455	0.315650	0.684350	
16195000	-8.074390	180	10.392237	9.527597	0.342469	0.657531	
16196000	-7.842348	131	7.817296	5.652958	0.242675	0.757325	
16197000	-8.604174	29	12.306166	3.215262	0.347987	0.652013	
16198000	-8.808763	410	17.660460	12.901134	0.474015	0.525985	
16199000	-8.296160	95	7.462111	12.309295	0.243964	0.756036	
16200000	-7.954448	146	10.193247	10.018428	0.349774	0.650226	
16201000	-8.087651	245	2.238964	3.700564	0.048567	0.951433	
16202000	-7.878175	489	6.556473	10.190064	0.293327	0.706673	
16203000	-8.151565	114	7.113454	1.673830	0.291005	0.708995	
16204000	-8.074758	187	8.230031	13.338082	0.267352	0.732648	
16205000	-7.942528	258	5.468484	10.637534	0.210647	0.789353	
16206000	-9.205378	347	11.146120	1.697914	0.530798	0.469202	
16207000	-7.734987	403	6.829444	6.431911	0.337048	0.662952	
16208000	-7.949761	78	2.952614	6.977322	0.056952	0.943048	
16209000	-7.536606	229	10.185887	5.256669	0.339113	0.660887	
16210000	-8.679603	420	1.746859	9.082142	0.018639	0.981361	
16211000	-8.096245	37	6.074179	3.237407	0.213801	0.786199	
16212000	-8.400146	431	7.726421	15.525100	0.306021	0.693979	
16213000	-7.521602	164	7.370915	6.637039	0.292937	0.707063	
16214000	-7.216911	342	9.723484	5.324644	0.350223	0.649777	
16215000	-7.949049	168	3.330487	4.442226	0.137376	0.862624	
16216000	-7.854658	33	5.482986	5.144147	0.222464	0.777536	
16217000	-8.528276	395	11.881735	4.304052	0.360260	0.639740	
16218000	-7.959586	62	9.181533	11.059448	0.348371	0.651629	
16219000	-8.888417	163	8.812305	1.414145	0.504400	0.495600	
16220000	-7.494130	225	3.941580	4.146858	0.168029	0.831971	
16221000	-8.061807	491	1.997762	2.652227	0.036496	0.963504	
16222000	-7.700523	32	9.026081	4.228795	0.360123	0.639877	
16223000	-8.909510	386	19.925520	11.758944	0.427099	0.572901	
16224000	-8.501698	306	19.251611	7.823374	0.398540	0.601460	
16225000	-7.821445	344	8.316644	12.141879	0.269651	0.730349	
16226000	-8.063348	248	6.680880	4.889578	0.206585	0.793415	
16227000	-8.848197	387	15.219048	18.762907	0.416938	0.583062	
16228000	-8.059388	186	8.982989	1.818799	0.491678	0.508322	
16229000	-7.711210	77	6.478933	5.202967	0.293496	0.706504	
16230000	-7.712746	139	9.452827	9.638044	0.362339	0.637661	
16231000	-7.861229	101	5.893612	9.592884	0.247286	0.752714	
16232000	-8.367463	260	7.410776	4.110163	0.361333	0.638667	
16233000	-8.111949	42	6.276571	2.056116	0.382096	0.617904	
16234000	-7.784071	381	3.811240	4.337238	0.123362	0.876638	
16235000	-7.838251	210	5.599656	7.035060	0.274738	0.725262	
16236000	-9.157618	385	1.947070	9.751393	0.061541	0.938459	
16237000	-9.193470	451	0.550679	3.136112	0.002319	0.997681	
16238000	-7.847344	475	7.223958	3.681159	0.232316	0.767684	
16239000	-8.917517	55	17.874805	6.536488	0.424584	0.575416	
16240000	-7.589397	174	10.702948	10.776444	0.348658	0.651342	
16241000	-8.637647	460	1.533500	8.702036	0.025944	0.974056	
16242000	-8.180753	325	13.443859	11.598978	0.460265	0.539735	
16243000	-7.695833	121	11.180937	4.792178	0.407107	0.592893	
16244000	-8.914700	307	4.240496	12.531336	0.201822	0.798178	
16245000	-7.735476	107	5.126652	3.309170	0.198110	0.801890	
16246000	-8.165347	77	7.508902	2.354809	0.432415	0.567585	
16247000	-7.936971	161	3.526259	5.829320	0.139727	0.860273	
16248000	-8.426127	230	4.416863	4.488787	0.168649	0.831351	
16249000	-9.095446	353	3.811737	1.439724	0.173021	0.826979	
16250000	-8.020563	352	8.026469	9.028166	0.365950	0.634050	
16251000	-7.766777	338	5.729833	6.027126	0.151869	0.848131	
16252000	-8.522741	124	16.981511	13.022461	0.468194	0.531806	
16253000	-7.960398	60	3.936014	4.158498	0.156933	0.843067	
16254000	-7.846471	394	3.727763	3.714980	0.097015	0.902985	
16255000	-8.478763	7	3.783486	1.957163	0.130741	0.869259	
16256000	-8.619190	386	18.503939	18.585992	0.438377	0.561623	
16257000	-8.098296	424	5.977262	2.274009	0.313225	0.686775	
16258000	-7.687194	299	9.982198	9.817243	0.378889	0.621111	
16259000	-7.445517	46	4.690597	5.653007	0.090663	0.909337	
16260000	-8.044730	101	4.566266	1.970254	0.219273	0.780727	
16261000	-8.171790	165	6.587405	3.250599	0.281781	0.718219	
16262000	-7.811719	269	6.789942	3.518388	0.184511	0.815489	
16263000	-7.275551	63	9.166191	6.451376	0.232081	0.767919	
16264000	-8.672185	461	15.329196	4.949765	0.442254	0.557746	
16265000	-8.241234	258	15.095410	8.297835	0.410245	0.589755	
16266000	-8.198540	427	12.288627	8.180531	0.390149	0.609851	
16267000	-7.914878	57	3.912635	9.602441	0.071585	0.928415	
16268000	-7.711766	232	12.319582	8.881519	0.377293	0.622707	
16269000	-8.298235	407	2.722914	7.668974	0.135079	0.864921	
16270000	-8.059010	305	10.171492	9.668916	0.308885	0.691115	
16271000	-8.480540	469	1.662967	9.361604	0.018443	0.981557	
16272000	-8.268925	57	1.113495	4.328049	0.005241	0.994759	
16273000	-8.136158	393	13.781861	7.620495	0.401494	0.598506	
16274000	-8.209371	70	3.406576	3.286097	0.097870	0.902130	
16275000	-7.499846	134	5.207860	5.335391	0.198188	0.801812	
16276000	-8.278855	27	5.316617	7.020954	0.267584	0.732416	
16277000	-8.497930	243	13.192815	18.429275	0.477114	0.522886	
16278000	-8.426558	96	1.074603	4.473297	0.008199	0.991801	
16279000	-7.029669	400	8.442321	5.416905	0.178880	0.821120	
16280000	-7.705453	93	3.218652	7.547499	0.087917	0.912083	
16281000	-7.991463	485	8.253411	5.755249	0.327500	0.672500	
16282000	-7.969482	393	4.135998	7.885263	0.144062	0.855938	
16283000	-8.127108	303	3.698464	8.584844	0.239966	0.760034	
16284000	-7.437985	342	10.627558	4.098474	0.369513	0.630487	
16285000	-7.572957	287	6.569837	4.191110	0.209953	0.790047	
16286000	-8.780318	87	18.488254	21.085919	0.453819	0.546181	
16287000	-8.366232	221	10.787485	12.114743	0.403207	0.596793	
16288000	-7.932176	361	6.805604	8.127913	0.290204	0.709796	
16289000	-7.870105	269	10.857546	11.699283	0.308092	0.691908	
16290000	-8.989315	110	3.894474	11.436483	0.200645	0.799355	
16291000	-7.888993	439	3.444431	5.887259	0.093701	0.906299	
16292000	-8.609677	259	2.019235	6.328274	0.028634	0.971366	
16293000	-8.363498	375	8.368753	2.513119	0.267119	0.732881	
16294000	-8.931155	346	5.247753	1.254136	0.269642	0.730358	
16295000	-8.302173	445	4.653881	7.925655	0.174568	0.825432	
16296000	-8.398755	41	12.928236	4.566265	0.393646	0.606354	
16297000	-8.109053	270	7.065712	2.110575	0.302363	0.697637	
16298000	-8.744318	473	12.779973	4.594584	0.367904	0.632096	
16299000	-9.028457	482	0.509104	2.646096	0.002113	0.997887	
16300000	-8.739676	116	22.567398	15.316752	0.458799	0.541201	
16301000	-7.475376	348	4.063666	8.674275	0.111670	0.888330	
16302000	-8.671770	453	1.013065	4.281862	0.005781	0.994219	
16303000	-7.857921	170	10.663692	7.093778	0.351657	0.648343	
16304000	-7.915661	86	1.358118	4.627549	0.016947	0.983053	
16305000	-8.291325	236	13.038536	15.875135	0.443066	0.556934	
16306000	-7.424593	79	5.976707	3.348192	0.233778	0.766222	
16307000	-8.639409	160	3.440939	3.383256	0.083775	0.916225	
16308000	-9.064299	454	5.274031	12.438869	0.328905	0.671095	
16309000	-8.066452	480	13.093707	16.188639	0.433190	0.566810	
16310000	-9.033817	144	2.721719	7.662004	0.106155	0.893845	
16311000	-7.377054	431	3.695862	4.504037	0.083588	0.916412	
16312000	-8.549746	446	10.937720	1.543639	0.533836	0.466164	
16313000	-8.446137	140	4.039437	2.763040	0.225653	0.774347	
16314000	-8.523956	171	7.062328	1.259686	0.344577	0.655423	
16315000	-9.093418	236	4.309946	0.809396	0.275822	0.724178	
16316000	-8.900158	473	10.143995	21.221910	0.379345	0.620655	
16317000	-7.905336	359	3.558873	5.767989	0.172434	0.827566	
16318000	-7.550019	18	11.227050	9.942254	0.284996	0.715004	
16319000	-8.068942	66	4.579186	11.223702	0.150186	0.849814	
16320000	-8.062886	306	16.485490	9.858772	0.378003	0.621997	
16321000	-8.337086	276	5.148655	10.490740	0.165894	0.834106	
16322000	-8.134551	110	11.003055	6.338678	0.403990	0.596010	
16323000	-8.619241	161	1.347105	6.410093	0.027612	0.972388	
16324000	-8.245861	415	3.078645	1.849137	0.094636	0.905364	
16325000	-7.926103	191	10.368839	8.518282	0.250306	0.749694	
16326000	-7.511997	85	5.204456	7.305759	0.138182	0.861818	
16327000	-9.495553	420	25.754092	36.248654	0.482719	0.517281	
16328000	-7.551544	357	4.401577	4.547553	0.078213	0.921787	
16329000	-8.396679	315	11.047511	12.095160	0.382942	0.617058	
16330000	-8.314149	187	4.428218	11.906775	0.120716	0.879284	
16331000	-8.181707	98	11.307429	9.818590	0.392120	0.607880	
16332000	-8.400637	444	4.772137	10.616340	0.203334	0.796666	
16333000	-8.391227	490	9.913334	14.708351	0.405386	0.594614	
16334000	-8.476767	110	3.401878	2.355974	0.155061	0.844939	
16335000	-7.528421	299	7.661206	7.035208	0.320974	0.679026	
16336000	-8.343239	144	6.361761	4.636947	0.296882	0.703118	
16337000	-8.325713	77	10.453606	2.602491	0.489573	0.510427	
16338000	-8.491845	56	3.033335	1.197885	0.104648	0.895352	
16339000	-8.487017	315	11.919469	5.572803	0.367534	0.632466	
16340000	-7.773025	118	4.495747	6.585958	0.179056	0.820944	
16341000	-8.748885	489	1.762808	8.467022	0.043583	0.956417	
16342000	-8.717118	33	4.675643	1.614076	0.191729	0.808271	
16343000	-7.902701	94	4.329975	5.916790	0.103414	0.896586	
16344000	-7.792121	233	2.917835	6.372543	0.047948	0.952052	
16345000	-7.884545	330	8.713184	7.531693	0.328831	0.671169	
16346000	-7.933034	303	1.693912	3.534442	0.057324	0.942676	
16347000	-8.725253	233	0.997760	2.493806	0.005274	0.994726	
16348000	-9.437466	158	8.037069	0.413225	0.701058	0.298942	
16349000	-7.765990	42	5.984054	6.325390	0.239201	0.760799	
16350000	-9.081631	311	4.993494	1.602081	0.276204	0.723796	
16351000	-8.082219	364	11.131890	9.764496	0.321176	0.678824	
16352000	-8.361734	496	8.069024	6.476981	0.263948	0.736052	
16353000	-7.835490	469	4.451056	3.418895	0.098597	0.901403	
16354000	-9.452378	202	29.602814	12.639970	0.489270	0.510730	
16355000	-7.481774	294	4.889647	5.085677	0.207080	0.792920	
